# Wavelength(A)  Flux(10^-17 erg/s/cm^2/A)
6810.8290  17.7380
6812.3990  16.4660
6813.9670  16.1270
6815.5340  16.4390
6817.1060  17.9550
6818.6740  18.8570
6820.2470  17.3390
6821.8150  18.8620
6823.3890  18.0900
6824.9580  17.6910
6826.5280  18.9190
6828.1030  17.4250
6829.6730  17.0380
6831.2490  18.8650
6832.8200  19.6680
6834.3960  18.4630
6835.9680  17.2710
6837.5410  19.1700
6839.1170  18.2680
6840.6900  17.6390
6842.2680  17.7760
6843.8420  17.1380
6845.4200  17.6710
6846.9950  18.2570
6848.5700  17.8690
6850.1490  17.2980
6851.7250  16.6160
6853.3050  17.1810
6854.8820  18.1570
6856.4620  17.0660
6858.0400  17.6210
6859.6180  19.0230
6861.1990  18.3860
6862.7780  17.9760
6864.3600  17.8920
6865.9390  16.7430
6867.5220  16.8120
6869.1030  18.8970
6870.6830  18.4860
6872.2670  16.7830
6873.8480  17.7450
6875.4330  18.1890
6877.0150  17.7530
6878.6010  18.3390
6880.1830  18.4710
6881.7660  18.3220
6883.3530  17.8230
6884.9360  17.5830
6886.5240  18.4230
6888.1080  18.8250
6889.6960  18.4300
6891.2810  17.6230
6892.8670  16.8590
6894.4560  17.3720
6896.0420  19.0070
6897.6320  18.2250
6899.2190  18.4960
6900.8110  18.1660
6902.3980  18.4240
6903.9860  18.9300
6905.5780  18.8370
6907.1670  19.7780
6908.7590  18.6860
6910.3490  18.9170
6911.9420  18.2040
6913.5320  18.3200
6915.1230  19.9150
6916.7170  18.7310
6918.3080  18.3650
6919.9040  18.5880
6921.4960  18.6390
6923.0920  18.9960
6924.6850  18.8550
6926.2810  19.3840
6927.8750  20.3040
6929.4680  19.5290
6931.0660  18.0470
6932.6610  17.7350
6934.2590  17.8540
6935.8540  17.5650
6937.4540  17.6030
6939.0500  18.2720
6940.6460  17.7430
6942.2470  17.0380
6943.8440  17.8020
6945.4450  17.3830
6947.0430  17.6420
6948.6450  19.1690
6950.2430  17.6170
6951.8420  16.5900
6953.4450  17.2710
6955.0450  17.5020
6956.6490  18.3020
6958.2490  19.2130
6959.8540  18.0570
6961.4550  18.1700
6963.0560  17.4290
6964.6620  17.5480
6966.2640  17.5730
6967.8710  17.9880
6969.4740  17.3310
6971.0810  18.6420
6972.6840  18.3350
6974.2890  17.4900
6975.8960  17.4010
6977.5010  19.1140
6979.1100  17.3660
6980.7160  16.6880
6982.3260  17.7370
6983.9320  17.8070
6985.5390  16.9950
6987.1490  16.7700
6988.7570  18.5010
6990.3690  17.4830
6991.9770  16.8040
6993.5890  18.3210
6995.1980  17.4060
6996.8070  17.5460
6998.4200  17.4470
7000.0300  16.4150
7001.6450  17.3420
7003.2550  18.3700
7004.8700  16.3930
7006.4820  17.4270
7008.0940  16.2430
7009.7090  16.2310
7011.3220  17.4860
7012.9390  14.7020
7014.5520  16.1390
7016.1700  14.1900
7017.7840  16.2600
7019.3980  16.4370
7021.0170  15.7370
7022.6320  17.6420
7024.2510  16.8530
7025.8680  16.7790
7027.4880  17.6390
7029.1040  16.0940
7030.7210  16.4360
7032.3430  18.0840
7033.9600  17.4310
7035.5830  16.9860
7037.2010  18.1360
7038.8240  17.5020
7040.4430  17.4750
7042.0660  17.0300
7043.6870  16.5650
7045.3070  17.2270
7046.9320  17.3700
7048.5530  17.0580
7050.1780  17.0660
7051.8000  17.7050
7053.4260  18.2130
7055.0490  16.6270
7056.6720  16.4020
7058.2990  16.9180
7059.9230  17.4890
7061.5510  17.5980
7063.1750  17.3950
7064.8040  17.2970
7066.4290  16.6010
7068.0550  17.5300
7069.6850  17.5620
7071.3110  16.1320
7072.9420  16.1190
7074.5690  16.3530
7076.2000  15.4980
7077.8280  16.8710
7079.4560  16.1640
7081.0890  16.1540
7082.7180  17.1940
7084.3510  16.9830
7085.9810  16.5260
7087.6150  16.5330
7089.2450  15.9320
7090.8760  17.0520
7092.5110  16.7150
7094.1430  16.1650
7095.7790  16.5840
7097.4110  17.6130
7099.0480  15.6610
7100.6810  16.7800
7102.3140  17.2090
7103.9520  16.6680
7105.5860  15.8800
7107.2250  16.9780
7108.8600  16.5460
7110.5000  15.5970
7112.1350  16.4480
7113.7710  17.1570
7115.4120  16.3300
7117.0480  16.0010
7118.6900  15.0360
7120.3270  15.5210
7121.9690  16.3440
7123.6080  15.4080
7125.2470  16.1540
7126.8900  16.1290
7128.5290  15.8110
7130.1730  17.0740
7131.8130  16.6950
7133.4580  18.0700
7135.0990  16.7530
7136.7400  17.0370
7138.3860  17.2740
7140.0280  18.4510
7141.6750  17.9210
7143.3170  17.9070
7144.9650  17.9440
7146.6080  16.9730
7148.2520  18.8530
7149.9010  17.1940
7151.5460  19.1020
7153.1950  17.2540
7154.8400  17.8120
7156.4900  18.2710
7158.1370  19.9220
7159.7830  18.1310
7161.4350  17.3740
7163.0820  17.6780
7164.7340  18.3360
7166.3820  18.9280
7168.0350  18.4400
7169.6840  19.9550
7171.3370  20.3930
7172.9860  21.2580
7174.6370  19.8570
7176.2910  18.8200
7177.9420  17.5060
7179.5970  18.5020
7181.2490  17.4520
7182.9050  18.7500
7184.5570  18.6360
7186.2100  18.3430
7187.8670  16.3310
7189.5210  16.8120
7191.1790  16.3120
7192.8330  18.0930
7194.4920  17.4210
7196.1460  17.0220
7197.8020  17.6800
7199.4620  17.7470
7201.1180  18.1960
7202.7790  17.6370
7204.4360  19.0190
7206.0970  17.7740
7207.7550  17.2160
7209.4130  17.7970
7211.0760  16.8970
7212.7340  16.4320
7214.3970  15.9660
7216.0570  17.9270
7217.7210  17.8050
7219.3820  17.7970
7221.0420  16.6210
7222.7080  18.2840
7224.3690  17.8670
7226.0350  17.5780
7227.6970  17.8390
7229.3640  18.4450
7231.0270  17.6990
7232.6910  16.8320
7234.3580  17.2350
7236.0230  17.3020
7237.6910  17.8660
7239.3560  16.7190
7241.0260  15.5800
7242.6920  18.2990
7244.3580  19.0030
7246.0280  18.9730
7247.6950  16.3180
7249.3670  18.3370
7251.0340  19.1860
7252.7070  17.9140
7254.3750  19.5990
7256.0440  16.7220
7257.7170  17.8230
7259.3870  17.1890
7261.0610  18.2470
7262.7310  15.6840
7264.4060  18.0430
7266.0770  18.6240
7267.7490  18.7340
7269.4240  17.8770
7271.0970  17.5840
7272.7730  17.9390
7274.4460  17.3720
7276.1240  17.4180
7277.7980  16.6910
7279.4720  15.8430
7281.1510  18.6230
7282.8260  16.8300
7284.5050  17.8740
7286.1810  18.7560
7287.8610  18.5450
7289.5380  17.9750
7291.2150  17.8280
7292.8960  17.7900
7294.5740  17.2960
7296.2560  16.9890
7297.9340  16.6850
7299.6170  18.4110
7301.2960  17.8950
7302.9800  18.0740
7304.6600  16.7980
7306.3410  16.4760
7308.0250  17.7910
7309.7070  16.9100
7311.3920  18.3520
7313.0740  18.4540
7314.7610  17.8010
7316.4430  17.5010
7318.1260  14.7560
7319.8140  17.2240
7321.4980  18.8660
7323.1860  17.8470
7324.8710  18.3650
7326.5600  18.8780
7328.2460  19.2960
7329.9310  17.8520
7331.6220  17.5830
7333.3080  18.0290
7335.0000  17.3500
7336.6870  18.5670
7338.3780  18.7670
7340.0670  18.5290
7341.7550  17.5380
7343.4480  14.5440
7345.1380  16.6450
7346.8320  17.8980
7348.5210  17.6890
7350.2160  16.7120
7351.9070  17.9320
7353.5980  17.5970
7355.2940  17.5070
7356.9860  16.4390
7358.6830  18.6830
7360.3750  18.7340
7362.0730  18.0360
7363.7660  17.2170
7365.4600  19.1450
7367.1590  19.2930
7368.8540  19.1750
7370.5530  17.7240
7372.2490  16.6920
7373.9490  18.3100
7375.6450  18.7550
7377.3420  17.3010
7379.0430  17.7830
7380.7400  17.4610
7382.4420  17.3410
7384.1410  17.1110
7385.8430  19.4260
7387.5420  17.3620
7389.2420  18.6710
7390.9460  16.8580
7392.6460  17.8430
7394.3510  16.0110
7396.0520  16.4700
7397.7570  17.3560
7399.4590  18.1650
7401.1620  19.5870
7402.8680  18.8470
7404.5710  18.0970
7406.2790  18.0870
7407.9820  17.4030
7409.6910  17.8860
7411.3960  18.2410
7413.1010  16.7640
7414.8100  17.6960
7416.5160  18.8880
7418.2260  17.2780
7419.9330  17.2070
7421.6440  17.1730
7423.3510  16.9990
7425.0590  18.9020
7426.7710  18.0050
7428.4790  18.5640
7430.1920  18.4350
7431.9010  17.2190
7433.6150  18.1830
7435.3250  19.2910
7437.0400  19.5990
7438.7510  20.3220
7440.4620  18.3740
7442.1780  19.1040
7443.8900  21.5510
7445.6060  20.4400
7447.3190  20.8280
7449.0370  23.6800
7450.7500  27.7480
7452.4640  30.0170
7454.1830  29.8400
7455.8980  29.0150
7457.6170  23.2770
7459.3330  23.0890
7461.0530  23.4860
7462.7690  25.4450
7464.4860  25.5240
7466.2070  29.7720
7467.9250  35.6640
7469.6470  39.4700
7471.3650  38.3420
7473.0880  34.5100
7474.8080  28.6660
7476.5270  24.3930
7478.2510  24.4990
7479.9710  21.4130
7481.6960  21.1820
7483.4170  23.0200
7485.1430  24.6290
7486.8650  27.9250
7488.5870  29.8830
7490.3140  37.0540
7492.0370  44.5590
7493.7650  48.1850
7495.4890  43.5380
7497.2170  37.1040
7498.9420  29.5180
7500.6670  25.9510
7502.3970  22.7490
7504.1230  22.4930
7505.8530  20.8700
7507.5800  19.0900
7509.3110  19.6900
7511.0390  18.7800
7512.7670  18.5250
7514.4990  17.7840
7516.2280  17.6940
7517.9610  17.2660
7519.6900  18.3770
7521.4240  18.2040
7523.1550  19.5290
7524.8850  16.9990
7526.6210  18.5020
7528.3520  19.6230
7530.0880  17.8960
7531.8200  18.3680
7533.5570  18.7050
7535.2910  17.9450
7537.0240  19.8750
7538.7620  18.0850
7540.4960  17.7320
7542.2350  17.8240
7543.9700  16.7960
7545.7090  17.4770
7547.4450  17.1590
7549.1820  18.0260
7550.9230  17.8510
7552.6600  16.9890
7554.4010  17.5780
7556.1390  18.1170
7557.8820  18.8850
7559.6200  16.8250
7561.3590  18.5350
7563.1030  18.1420
7564.8430  19.1890
7566.5870  17.8940
7568.3280  17.5090
7570.0730  18.1780
7571.8150  18.3010
7573.5610  18.8840
7575.3030  19.4380
7577.0460  18.2290
7578.7930  16.9120
7580.5370  17.6600
7582.2850  16.9540
7584.0290  17.2820
7585.7780  17.0200
7587.5230  17.4480
7589.2690  17.3410
7591.0190  17.4810
7592.7650  18.6730
7594.5160  16.5590
7596.2630  16.7730
7598.0140  16.8290
7599.7620  16.9110
7601.5110  17.3180
7603.2640  19.3300
7605.0130  18.2940
7606.7660  20.2020
7608.5160  16.8310
7610.2710  17.4570
7612.0210  16.9410
7613.7720  18.0010
7615.5280  19.3230
7617.2800  17.0850
7619.0370  17.1480
7620.7900  17.4650
7622.5470  17.4090
7624.3000  17.2350
7626.0540  16.9710
7627.8130  16.5730
7629.5680  16.0790
7631.3270  15.6920
7633.0830  18.6040
7634.8430  17.8680
7636.5990  18.1560
7638.3560  19.5760
7640.1170  19.5540
7641.8750  20.7140
7643.6370  22.9220
7645.3960  25.1790
7647.1590  22.4450
7648.9180  20.8160
7650.6770  22.4280
7652.4420  21.3580
7654.2020  18.4530
7655.9670  20.1140
7657.7290  20.3020
7659.4940  22.9350
7661.2560  24.8710
7663.0190  24.0800
7664.7860  19.8950
7666.5490  19.5540
7668.3170  18.4350
7670.0810  17.1060
7671.8500  17.5870
7673.6150  16.8670
7675.3800  18.0610
7677.1500  17.3900
7678.9160  16.9640
7680.6870  16.8970
7682.4540  16.9780
7684.2250  16.3960
7685.9930  17.4200
7687.7610  17.5770
7689.5340  16.9510
7691.3030  17.3710
7693.0770  17.9500
7694.8460  18.3040
7696.6210  17.9550
7698.3910  16.6830
7700.1620  17.3610
7701.9380  15.8770
7703.7100  17.9380
7705.4860  16.1700
7707.2590  18.1800
7709.0360  17.2470
7710.8100  18.1570
7712.5880  19.8740
7714.3620  16.4450
7716.1370  18.2420
7717.9160  18.1550
7719.6910  17.7950
7721.4720  17.5450
7723.2480  17.5730
7725.0290  16.4420
7726.8060  16.0180
7728.5830  16.7550
7730.3660  16.5830
7732.1440  16.2750
7733.9270  17.2150
7735.7070  16.6170
7737.4900  18.2200
7739.2700  16.6080
7741.0510  17.1230
7742.8350  17.2440
7744.6170  16.5420
7746.4030  17.4250
7748.1850  16.7200
7749.9720  19.3960
7751.7540  16.7160
7753.5380  16.0750
7755.3260  18.1340
7757.1100  17.5950
7758.8980  17.7340
7760.6840  14.6910
7762.4730  15.4930
7764.2590  17.2850
7766.0450  17.1680
7767.8360  17.7590
7769.6230  17.9130
7771.4150  17.6470
7773.2020  16.6880
7774.9950  17.7000
7776.7830  17.6300
7778.5720  16.2120
7780.3660  17.9100
7782.1560  17.4810
7783.9510  15.6110
7785.7410  15.7680
7787.5370  17.4170
7789.3280  17.1900
7791.1200  18.2140
7792.9170  17.9110
7794.7090  17.3200
7796.5070  14.6960
7798.3000  17.3070
7800.0990  18.6590
7801.8930  17.0010
7803.6880  17.3030
7805.4870  16.8910
7807.2830  19.0460
7809.0830  18.2950
7810.8800  15.4300
7812.6810  17.3260
7814.4790  18.8490
7816.2760  15.8440
7818.0790  18.3480
7819.8770  17.4680
7821.6800  18.7750
7823.4790  14.3690
7825.2840  17.3230
7827.0840  18.3200
7828.8840  17.5790
7830.6900  16.7490
7832.4910  17.4010
7834.2970  17.7200
7836.1000  18.4270
7837.9070  16.7800
7839.7100  18.2160
7841.5130  17.8160
7843.3210  16.0000
7845.1260  18.2860
7846.9350  17.4030
7848.7400  16.8020
7850.5500  18.8420
7852.3560  19.9250
7854.1670  14.7770
7855.9740  17.8440
7857.7810  17.1720
7859.5930  18.2850
7861.4010  16.1600
7863.2140  16.8290
7865.0220  16.7540
7866.8360  18.3610
7868.6460  17.6860
7870.4560  18.3780
7872.2710  17.8320
7874.0820  19.9510
7875.8980  17.7750
7877.7100  17.9340
7879.5260  17.9760
7881.3390  15.4830
7883.1520  17.9180
7884.9700  17.3920
7886.7840  16.5220
7888.6030  17.3940
7890.4170  17.2540
7892.2370  15.6570
7894.0520  16.9720
7895.8690  18.3220
7897.6890  17.1140
7899.5060  17.9440
7901.3280  18.4140
7903.1460  18.5750
7904.9680  16.7790
7906.7860  17.8160
7908.6050  17.3070
7910.4290  17.1900
7912.2490  17.4870
7914.0730  17.1290
7915.8940  14.1630
7917.7190  17.7930
7919.5410  19.5860
7921.3630  16.5670
7923.1890  15.4920
7925.0120  17.4880
7926.8390  18.4430
7928.6630  16.6890
7930.4910  17.1230
7932.3160  18.4130
7934.1410  18.3820
7935.9700  16.4270
7937.7960  16.3000
7939.6260  17.4660
7941.4530  15.6520
7943.2840  16.8440
7945.1110  17.4680
7946.9390  16.1210
7948.7720  18.8010
7950.6010  17.1160
7952.4340  18.5180
7954.2630  17.8450
7956.0980  18.5420
7957.9280  18.3140
7959.7580  16.7160
7961.5940  16.5800
7963.4250  18.9640
7965.2620  16.1400
7967.0940  17.7540
7968.9320  18.2680
7970.7650  17.8760
7972.5980  16.7080
7974.4370  18.6050
7976.2710  16.9110
7978.1110  17.4050
7979.9460  17.0430
7981.7860  18.8060
7983.6230  17.3910
7985.4590  16.1460
7987.3000  16.1170
7989.1380  16.3420
7990.9800  16.7920
7992.8180  17.3520
7994.6620  18.0080
7996.5000  19.9790
7998.3450  21.5310
8000.1850  19.4130
8002.0250  17.2290
8003.8710  17.7220
8005.7110  18.1310
8007.5580  16.6540
8009.4000  18.2270
8011.2470  17.6440
8013.0900  17.6610
8014.9330  17.0090
8016.7810  17.2360
8018.6250  18.0660
8020.4750  19.2170
8022.3200  18.5170
8024.1700  17.3770
8026.0160  18.2970
8027.8620  16.4400
8029.7130  15.1620
8031.5610  17.4230
8033.4130  17.3410
8035.2610  16.3890
8037.1140  16.5790
8038.9620  16.3570
8040.8120  16.2950
8042.6660  16.7280
8044.5160  16.4750
8046.3710  17.3010
8048.2220  17.7840
8050.0780  18.5790
8051.9300  16.5290
8053.7830  16.5910
8055.6400  17.5740
8057.4930  19.0200
8059.3510  18.7170
8061.2050  17.0250
8063.0640  16.1190
8064.9190  15.9880
8066.7740  17.0280
8068.6340  15.7540
8070.4900  18.3130
8072.3520  17.8780
8074.2080  16.4550
8076.0700  16.3240
8077.9280  17.5560
8079.7870  16.4970
8081.6500  15.7220
8083.5090  16.5250
8085.3730  18.8040
8087.2330  17.0550
8089.0980  16.9150
8090.9590  17.1190
8092.8200  17.3150
8094.6870  18.1290
8096.5480  16.3850
8098.4160  15.8800
8100.2790  16.2570
8102.1460  16.8760
8104.0100  15.6940
8105.8750  16.0550
8107.7440  17.0680
8109.6090  17.2940
8111.4790  15.4590
8113.3450  14.7910
8115.2160  16.6360
8117.0830  16.4880
8118.9500  16.8610
8120.8230  19.5600
8122.6910  17.3390
8124.5640  17.8750
8126.4330  16.7150
8128.3070  17.1470
8130.1770  16.9620
8132.0510  17.1380
8133.9220  16.5730
8135.7930  16.3110
8137.6690  15.5190
8139.5420  16.5550
8141.4180  16.2610
8143.2920  16.5290
8145.1690  16.3780
8147.0430  15.2330
8148.9170  16.0830
8150.7960  15.9950
8152.6710  15.2380
8154.5510  15.4160
8156.4270  16.3050
8158.3080  15.5730
8160.1850  15.9260
8162.0620  15.5990
8163.9440  18.3740
8165.8230  17.4630
8167.7060  14.8520
8169.5840  15.6840
8171.4680  16.5120
8173.3480  17.1130
8175.2290  15.1420
8177.1140  14.5700
8178.9950  16.6010
8180.8810  15.3390
8182.7630  15.0060
8184.6500  15.6620
8186.5330  14.8350
8188.4160  14.8840
8190.3040  15.4710
8192.1880  17.2030
8194.0770  16.2710
8195.9630  16.0640
8197.8530  17.5880
8199.7380  16.0530
8201.6250  16.1610
8203.5160  14.4380
8205.4030  14.8440
8207.2960  16.9280
8209.1840  17.3950
8211.0760  15.3140
8212.9660  16.1320
8214.8540  15.7540
8216.7490  15.9780
8218.6400  17.0290
8220.5340  16.7290
8222.4260  17.2580
8224.3220  17.1750
8226.2140  14.6940
8228.1060  15.3170
8230.0040  16.5750
8231.8960  17.9780
8233.7950  15.9310
8235.6890  17.0140
8237.5890  16.5900
8239.4830  17.1030
8241.3790  17.3420
8243.2790  14.9570
8245.1760  17.7280
8247.0770  18.0400
8248.9750  18.3660
8250.8770  18.3970
8252.7740  18.2800
8254.6730  16.7310
8256.5770  16.0450
8258.4770  17.2710
8260.3810  18.0590
8262.2810  16.7510
8264.1870  17.1340
8266.0870  16.5840
8267.9890  17.4580
8269.8960  16.4440
8271.7980  16.8420
8273.7050  18.0730
8275.6080  18.1160
8277.5170  18.1490
8279.4210  18.5630
8281.3300  16.3730
8283.2350  15.0800
8285.1420  14.4630
8287.0520  18.9720
8288.9580  13.3330
8290.8690  12.9590
8292.7770  13.9690
8294.6890  18.1220
8296.5980  16.5720
8298.5060  16.0430
8300.4200  16.8660
8302.3290  16.7030
8304.2430  19.0850
8306.1540  16.8260
8308.0690  16.7850
8309.9800  15.9350
8311.8930  16.0200
8313.8090  15.6930
8315.7220  15.1280
8317.6400  16.6640
8319.5530  17.2520
8321.4710  16.5870
8323.3860  17.0370
8325.3000  17.4920
8327.2200  17.7410
8329.1360  19.3370
8331.0570  18.8550
8332.9730  17.3140
8334.8950  17.9200
8336.8120  16.4360
8338.7290  18.1960
8340.6520  19.4510
8342.5710  19.3740
8344.4950  16.4490
8346.4150  17.0010
8348.3400  18.5750
8350.2600  21.9220
8352.1810  18.6610
8354.1070  17.8540
8356.0290  17.8640
8357.9560  18.0860
8359.8790  18.6740
8361.8070  18.1970
8363.7290  17.2140
8365.6540  17.1450
8367.5830  15.7960
8369.5080  17.0540
8371.4380  15.5410
8373.3640  17.6440
8375.2950  16.2430
8377.2220  15.1990
8379.1480  16.9090
8381.0810  18.0760
8383.0090  15.8210
8384.9420  17.2340
8386.8710  18.4830
8388.8050  16.9250
8390.7340  16.3090
8392.6650  19.4200
8394.6010  17.2730
8396.5310  17.7080
8398.4680  19.0850
8400.3990  21.9270
8402.3370  18.6060
8404.2700  19.3410
8406.2030  16.4430
8408.1420  16.6690
8410.0760  17.0480
8412.0160  16.8800
8413.9500  17.0540
8415.8910  16.0400
8417.8270  17.6780
8419.7640  18.3760
8421.7050  17.0960
8423.6430  15.5640
8425.5850  17.8590
8427.5230  18.7530
8429.4670  21.0420
8431.4050  20.6170
8433.3500  19.1520
8435.2900  16.5020
8437.2300  17.3240
8439.1760  17.5380
8441.1170  16.4050
8443.0640  18.0620
8445.0060  16.4360
8446.9540  16.6570
8448.8960  17.6660
8450.8410  16.9310
8452.7890  17.8110
8454.7340  19.1230
8456.6840  17.7520
8458.6290  18.4240
8460.5790  19.1900
8462.5250  18.8320
8464.4730  18.2400
8466.4250  18.0870
8468.3720  16.2730
8470.3250  18.3200
8472.2730  18.1480
8474.2280  18.0710
8476.1770  18.9120
8478.1270  18.5830
8480.0820  18.8480
8482.0320  16.2830
8483.9880  19.0140
8485.9400  18.2000
8487.8970  18.4220
8489.8500  17.1570
8491.8030  18.1050
8493.7610  17.6070
8495.7150  17.8320
8497.6740  17.8260
8499.6290  17.4140
8501.5890  18.3390
8503.5450  19.3640
8505.5010  15.5690
8507.4620  19.1710
8509.4200  18.3110
8511.3820  16.6670
8513.3400  18.8760
8515.3030  18.8190
8517.2620  18.2570
8519.2220  18.9240
8521.1860  16.7710
8523.1460  17.9540
8525.1110  16.3270
8527.0720  18.7810
8529.0390  18.0560
8531.0010  17.1420
8532.9640  16.4630
8534.9320  19.2240
8536.8950  18.4890
8538.8630  18.2240
8540.8280  16.0830
8542.7970  17.5480
8544.7630  17.6980
8546.7290  19.0640
8548.6990  17.2080
8550.6660  18.1160
8552.6380  17.7290
8554.6040  17.3830
8556.5770  17.2080
8558.5460  17.9830
8560.5150  18.1380
8562.4890  16.6420
8564.4590  17.7700
8566.4340  16.8960
8568.4040  18.7880
8570.3800  17.7620
8572.3520  17.4320
8574.3240  16.6210
8576.3010  19.0690
8578.2740  17.7720
8580.2520  18.6120
8582.2260  18.0490
8584.2050  18.7020
8586.1800  19.0080
8588.1600  20.1190
8590.1360  18.9710
8592.1110  19.0130
8594.0930  18.1380
8596.0700  17.3870
8598.0530  17.9800
8600.0300  16.9170
8602.0140  17.7900
8603.9920  16.3980
8605.9720  17.5950
8607.9560  16.7260
8609.9370  17.4710
8611.9220  17.8910
8613.9030  18.2670
8615.8900  20.0140
8617.8710  20.6630
8619.8540  18.7920
8621.8420  18.6140
8623.8250  17.4570
8625.8130  17.0090
8627.7980  17.2860
8629.7880  20.3310
8631.7720  17.4890
8633.7590  17.8900
8635.7500  13.2890
8637.7360  18.8390
8639.7290  17.3740
8641.7160  16.1770
8643.7080  17.9900
8645.6970  17.6040
8647.6860  16.6660
8649.6800  18.2380
8651.6700  16.9010
8653.6650  17.2020
8655.6550  19.5000
8657.6510  15.6310
8659.6440  18.3770
8661.6360  19.1140
8663.6330  16.6960
8665.6260  13.5540
8667.6240  16.3390
8669.6180  17.9950
8671.6170  15.2170
8673.6120  17.9740
8675.6070  18.4620
8677.6080  18.1010
8679.6040  16.6450
8681.6050  18.2390
8683.6030  19.3850
8685.6050  18.6800
8687.6040  16.3320
8689.6030  17.1870
8691.6050  15.4720
8693.6050  19.0040
8695.6100  15.4670
8697.6100  20.2670
8699.6160  17.5660
8701.6170  16.6640
8703.6190  15.8000
8705.6260  16.8770
8707.6290  16.9800
8709.6370  16.5900
8711.6410  16.3050
8713.6490  16.5010
8715.6540  15.2440
8717.6590  16.5800
8719.6700  15.8070
8721.6760  14.5280
8723.6870  14.0180
8725.6930  16.3130
8727.7060  16.1860
8729.7130  17.7690
8731.7220  17.4050
8733.7350  16.1880
8735.7440  17.4560
8737.7590  16.6460
8739.7690  16.1400
8741.7840  16.6370
8743.7950  15.8520
8745.8120  16.8390
8747.8230  17.0440
8749.8360  19.5850
8751.8540  16.4970
8753.8670  16.9630
8755.8860  17.0850
8757.9000  17.5030
8759.9200  18.7550
8761.9350  17.0040
8763.9500  23.0360
8765.9720  18.8400
8767.9880  16.8680
8770.0100  18.9170
8772.0270  15.3950
8774.0500  16.0290
8776.0680  16.8000
8778.0880  20.8790
8780.1110  15.3430
8782.1320  16.0770
8784.1560  18.2580
8786.1780  18.7940
8788.2030  18.7950
8790.2260  16.4400
8792.2470  13.7720
8794.2750  18.2250
8796.2980  19.1210
8798.3260  17.7670
8800.3510  16.9050
8802.3800  15.8950
8804.4050  17.4550
8806.4310  15.9820
8808.4610  16.0120
8810.4870  17.0690
8812.5200  18.8590
8814.5460  16.5290
8816.5790  17.4210
8818.6070  16.2820
8820.6360  17.1100
8822.6700  19.7060
8824.6990  19.9440
8826.7340  20.7260
8828.7650  19.7390
8830.8010  18.6910
8832.8330  19.6570
8834.8640  16.5320
8836.9010  17.3360
8838.9350  19.0600
8840.9730  17.9190
8843.0070  20.1290
8845.0460  17.6210
8847.0810  17.2360
8849.1160  16.2660
8851.1560  17.1700
8853.1920  19.8490
8855.2340  18.6840
8857.2710  18.9360
8859.3140  18.6250
8861.3520  18.2090
8863.3910  18.1720
8865.4350  17.5940
8867.4740  19.1070
8869.5190  17.5900
8871.5600  22.3420
8873.6040  18.7560
8875.6460  16.5950
8877.6880  16.5310
8879.7350  18.6840
8881.7780  17.6210
8883.8260  19.4120
8885.8700  19.3460
8887.9190  19.8650
8889.9640  18.1020
8892.0090  18.0260
8894.0600  16.0580
8896.1050  18.1160
8898.1560  16.5800
8900.2040  18.6720
8902.2560  15.3750
8904.3040  17.8740
8906.3570  20.5530
8908.4060  20.2840
8910.4560  18.4820
8912.5110  18.6800
8914.5610  17.3480
8916.6160  18.9160
8918.6680  16.8180
8920.7250  22.2440
8922.7760  19.0310
8924.8290  16.0490
8926.8870  17.9310
8928.9400  17.2490
8931.0000  17.0380
8933.0550  20.2570
8935.1140  16.1430
8937.1700  17.3720
8939.2260  15.3660
8941.2870  15.8320
8943.3440  16.6920
8945.4060  16.2240
8947.4640  18.1130
8949.5270  17.5770
8951.5860  14.9280
8953.6460  16.4670
8955.7100  16.9780
8957.7710  18.2410
8959.8360  12.9070
8961.8970  16.2760
8963.9640  16.3440
8966.0260  18.3510
8968.0890  15.1400
8970.1570  15.9220
8972.2210  17.8030
8974.2890  16.2090
8976.3540  18.8500
8978.4240  19.3440
8980.4890  17.9810
8982.5560  21.0090
8984.6270  16.5650
8986.6930  15.3230
8988.7660  15.9090
8990.8340  15.4610
8992.9070  18.5580
8994.9760  16.4350
8997.0450  16.5140
8999.1200  15.6550
9001.1900  17.3630
9003.2660  20.0070
9005.3370  18.5300
9007.4130  18.0400
9009.4850  16.1410
9011.5590  16.4430
9013.6360  15.5540
9015.7100  15.5760
9017.7890  16.4960
9019.8630  18.9940
9021.9430  17.3000
9024.0190  16.9020
9026.0950  17.4550
9028.1760  17.5900
9030.2530  16.9490
9032.3350  16.4990
9034.4130  18.4210
9036.4970  16.9630
9038.5750  16.4440
9040.6540  18.8990
9042.7390  16.2400
9044.8190  19.0030
9046.9050  18.0220
9048.9860  17.5580
9051.0730  15.0150
9053.1550  16.4140
9055.2380  13.8110
9057.3260  17.5900
9059.4100  15.0670
9061.4990  14.9370
9063.5840  17.3210
9065.6740  18.5790
9067.7590  15.5080
9069.8510  20.2230
9071.9370  18.3850
9074.0230  17.2830
9076.1160  17.8650
9078.2040  17.5890
9080.2980  15.9550
9082.3870  20.4840
9084.4800  18.0000
9086.5700  15.2740
9088.6610  17.8270
9090.7570  17.5820
9092.8490  18.8250
9094.9450  19.2180
9097.0370  18.1490
9099.1350  17.2340
9101.2290  17.3070
9103.3220  14.9720
9105.4210  17.9230
9107.5160  17.4200
9109.6160  19.1500
9111.7120  16.3050
9113.8120  15.9460
9115.9090  19.5400
9118.0070  17.4190
9120.1090  14.4700
